seller_id,seller_city,seller_state,total_revenue,order_count,num_categories,avg_delivery_days,avg_review_score,late_shipping_percentage,cancellation_percentage,repeat_customer_percentage,recency_days
02dcd3e8e25bee036e32512bcf175493,contagem,MG,1623.49,13,7,17,3.32,33.33,0.0,0.0,56
02ecc2a19303f05e59ce133fd923fff7,santo andre,SP,5742.4,21,17,10,4.61,0.0,0.0,0.0,57
02f5837340d7eb4f653d676c7256523a,curitiba,PR,4463.88,30,3,9,4.83,3.33,0.0,0.0,70
02f623a8eb246f3c5f7c2f96462654e6,botucatu,SP,7207.63,44,23,8,4.56,9.09,0.0,0.0,56
0307f7565ff85b299b6e5ef162b1b1a9,sao jose do rio preto,SP,4968.89,6,6,15,3.14,0.0,0.0,0.0,510
0336182e1b3e92f029d5354832045fdf,ibitinga,SP,47.37,1,2,13,,0.0,0.0,0.0,742
034b9387752bfa309f350a70cd45ffa3,blumenau,SC,240.26,8,2,8,4.5,0.0,0.0,0.0,56
038b75b729c8a9a04b0d07cba7eabe86,sao jose dos campos,SP,557.85,2,1,22,3.5,50.0,0.0,0.0,178
039b29ff3b3473435d0cd59040575de9,ribeirao pires,SP,215.55,9,7,9,4.44,0.0,0.0,0.0,55
039e6ad9dae79614493083e241147386,sao paulo,SP,13273.42,5,4,14,4.0,20.0,0.0,0.0,99
03a2a6dcbe45d639c4dc2a0d24769c40,maua,SP,1250.66,9,7,10,4.11,11.11,0.0,0.0,63
03bd479e1d9484cdb14104d3023f7321,uberlandia,MG,417.42,3,3,20,5.0,33.33,0.0,0.0,85
0417b067eeab773d2f7061a726dc477f,sao bento do sul,SC,2501.75,13,11,17,3.92,30.77,0.0,0.0,58
042573af89b6d931f672efaf789d8358,sorocaba,SP,478.57,3,3,20,3.67,33.33,0.0,0.0,248
04308b1ee57b6625f47df1d56f00eedf,bombinhas,SC,61940.62,92,20,18,3.88,11.96,0.0,0.0,66
0432ead42b6c8a0bdf68154add917fdf,maua,SP,8754.4,82,53,8,4.56,3.45,0.0,0.0,82
044668ccd5316b12a7cf0d54a156e3e9,osasco,SP,191.35,3,1,7,5.0,0.0,0.0,0.0,58
04843805947f0fc584fc1969b6e50fe7,ivoti,RS,1474.76,1,1,15,5.0,100.0,0.0,0.0,73
048c2757535328e0d7dac690ad3c0aae,franca,SP,10312.41,50,20,18,4.18,14.0,0.0,0.0,57
04aa0a1c5ce6b222003403a3e11c3cc0,cosmopolis,SP,6339.51,11,8,16,3.53,11.76,0.0,0.0,266
04aba03279157f6d4e0fe8ccaf21963c,santo antonio de padua,RJ,2735.23,15,12,11,4.31,6.67,0.0,0.0,52
04e38a233f726ef161074ab1c9b0399a,sao paulo,SP,1347.27,19,10,11,3.79,12.5,0.0,0.0,165
04ee0ec01589969663ba5967c0e0bdc0,lajeado,RS,314.32,1,1,3,5.0,0.0,0.0,0.0,57
04fdea0c111866e6cf812f1570d6b5bd,sao paulo,SP,1038.35,8,2,17,3.2,12.5,0.0,0.0,259
0509040ea3fe50071181bbc359eb7738,belo horizonte,MG,5099.25,87,34,11,4.5,6.25,0.0,0.0,76
052577151711aec5c744fe12e66db3e1,rodeio,SC,729.65,1,1,14,2.25,0.0,0.0,0.0,356
054694fa03fe82cec4b7551487331d74,itajobi,SP,8946.34,20,14,30,3.36,28.57,0.0,0.0,191
056b4ada5bbc2c50cc7842547dda6b51,queimados,RJ,13485.79,64,23,12,4.12,10.77,0.0,0.0,55
0570350b23eda5444f8d1d9544932058,sao paulo,SP,751.76,6,3,4,5.0,0.0,0.0,0.0,148
05730013efda596306417c3b09302475,criciuma,SC,1168.67,4,4,9,5.0,0.0,0.0,0.0,56
058cb5aeb36d7c0fcae20fc85d5e0a59,rio de janeiro,RJ,1983.82,11,7,9,3.38,8.33,0.0,0.0,64
058fd0aa2bfdb2274e05e1ae971dabb6,santo andre,SP,8428.78,60,11,10,4.44,7.94,0.0,0.0,132
05a48cc8859962767935ab9087417fbb,sao paulo,SP,59.39,1,1,11,5.0,0.0,0.0,0.0,76
05a940b4ecae36cadfd8e93bd9c43257,goiania,GO,864.1,9,8,14,3.9,0.0,0.0,0.0,240
05aebce0b5c8f0d41b29b686f2d05fd3,sao paulo,SP,120.88,2,2,6,5.0,50.0,0.0,0.0,68
05ca864204d09595ae591b93ea9cf93d,barueri,SP,188.42,1,1,5,5.0,100.0,0.0,0.0,62
05d2173d43ea568aa0540eba70d2ca76,alfenas,MG,7438.93,62,48,14,4.0,6.06,0.0,0.0,66
05e107217c7266362fd44b75b2cd4cc4,sao paulo - sp,SP,275.39,5,3,6,4.13,50.0,0.0,0.0,57
05f51e13da97139648b8125c31e5f51b,belo horizonte,MG,14988.96,57,19,12,4.1,15.0,0.0,0.0,208
05feb94f19d094d4b0f9281f0b1d4c99,mogi das cruzes,SP,10050.04,6,2,15,4.5,0.0,0.0,0.0,241
05ff92fedb5be47920fea08e501238b9,santo angelo,RS,22983.87,57,16,12,4.17,5.0,0.0,0.0,71
062c325cd6a2b87845fab56b4ec2eeae,sao paulo,SP,157.08,2,2,5,5.0,0.0,0.0,0.0,77
062ce95fa2ad4dfaedfc79260130565f,lajeado,RS,8663.43,54,14,13,3.98,3.39,0.0,0.0,402
06532f10282704ef4c69168b914b77be,paincandu,PR,10460.75,7,7,16,4.22,0.0,0.0,0.0,425
06579cb253ecd5a3a12a9e6eb6bf8f47,sao paulo - sp,SP,6007.97,61,11,10,3.79,15.71,0.0,0.0,67
066a6914e1ebf3ea95a216c73a986b91,foz do iguacu,PR,10611.56,66,44,14,4.01,4.17,0.0,0.0,68
0691148aee60ca47977c187804f935ae,londrina,PR,7359.45,47,37,12,4.06,3.77,0.0,0.0,51
0692610d8abe24f287e9fae90ea0bbee,sao paulo,SP,205.72,4,3,6,4.0,25.0,0.0,0.0,56
06a2c3af7b3aee5d69171b0e14f0ee87,sao luis,MA,48169.5,389,44,17,4.01,23.63,0.0,0.0,56
06bb3a2fe5e7b7a845b13e8fb91bd944,belo horizonte,MG,1862.33,17,14,8,4.61,0.0,0.0,0.0,105
06df0c10d34e459d9672bc77388742eb,maringa,PR,9595.77,26,1,9,4.37,10.0,0.0,0.0,72
06e5eefc71ec47ae763c5c6f8db7064f,porto alegre,RS,23800.32,90,34,10,3.9,2.15,0.0,0.0,56
07017df32dc5f2f1d2801e579548d620,joao pessoa,PB,1128.24,8,3,10,4.11,0.0,0.0,0.0,80
070d165398b553f3b4b851c216b8a358,sao paulo,SP,4301.11,31,11,11,3.5,13.16,0.0,0.0,62
0725b8c0f3f906e58f70cbe76b7c748c,guarulhos,SP,2865.47,16,14,11,4.03,19.44,0.0,0.0,71
0743a0239d764b9a0f959a57d07e36ab,sao paulo,SP,403.22,4,2,5,4.75,0.0,0.0,0.0,74
0747d5bb69f0586cc869d8af4c50f93e,saquarema,RJ,504.24,12,9,14,3.47,7.69,0.0,0.0,501
0761743cbffb25d7148189e9f1a5f03a,ribeirao preto,SP,327.4,3,3,14,4.29,0.0,0.0,0.0,257
077c5fae4bea9500e3737b16f71b9d3a,sorocaba,SP,177.24,4,3,7,4.67,0.0,0.0,0.0,117
0791d9fc1e30678ecf03d3e55fa108d3,belo horizonte,MG,1028.99,5,5,6,2.73,0.0,0.0,0.0,85
079d295dcbf06ee8bb1b65ba964eb2b6,sao paulo,SP,540.09,5,3,6,4.8,0.0,0.0,0.0,69
07a9bc7f61396b658ddf3ac534efe44c,sao paulo,SP,135.49,1,1,6,3.5,0.0,0.0,0.0,478
07bf9669d84d1f11be443a9dd938f698,sao paulo,SP,2422.22,18,11,8,3.25,0.0,0.0,0.0,112
07d75e33f2750d97d467fb57e4dfdd8a,sao paulo,SP,759.59,2,2,11,2.5,0.0,0.0,0.0,163
07de60b03d150fb3ea09eab5da5e4c8b,ibitinga,SP,889.0,9,4,13,4.75,11.11,0.0,0.0,60
07e8e8fc5222bb358e6f259da3197074,sao paulo,SP,74.86,2,2,8,4.0,0.0,0.0,0.0,70
080102cd0a76b09e0dcf55fcacc60e05,belo horizonte,MG,7773.48,122,43,9,4.52,3.91,0.0,0.0,52
080199a181c46c657dc5aa235411be3b,osasco,SP,15544.88,79,40,8,4.61,2.41,0.0,0.0,54
08061dc0fc165ed41288cc7acde738ee,osasco,SP,182.22,4,3,20,4.5,25.0,0.0,0.0,337
08084d990eb3f53af056ccbc1730c8a7,sao paulo,SP,606.79,12,3,8,4.45,0.0,0.0,0.0,64
081acf3de680d554796c9cf041be7bc2,vespasiano,MG,1802.8,4,4,13,4.57,12.5,0.0,0.0,147
082e0bf4cb865a6533b1e8e498cc0255,botucatu,SP,3064.33,11,17,12,3.3,13.04,0.0,0.0,61
085f6f7e049c996695fb2074fe38d45e,taubate,SP,435.96,6,6,10,3.63,0.0,0.0,0.0,168
08633c14ef2db992c11f840f04fad4cd,ribeirao pires,SP,9068.82,74,16,10,4.26,6.19,0.0,0.0,54
0873d9f8f36123f8d910f4760e788cfb,barueri,SP,7426.65,6,6,13,3.6,50.0,0.0,0.0,64
0885aaf116795758dfeb5f1032487bcd,ferraz de vasconcelos,SP,3072.14,27,19,5,4.5,3.45,0.0,0.0,59
0887a9f087bcd5d9f6642b52f897fc6c,cananeia,SP,1862.35,12,3,14,4.42,8.33,0.0,0.0,438
08ad4ac1388e4420ca531c3edfc46198,itapevi,SP,310.67,6,5,7,3.0,0.0,0.0,0.0,60
08cdbae123ff67ca4e36d9d641ce0119,uba,MG,4195.46,4,3,29,2.43,66.67,0.0,0.0,80
08d0949a9a17c027262db1f3c450c26c,cascavel,PR,557.84,12,9,14,4.0,0.0,0.0,0.0,55
08d1c9478fb0d7d7fcac9c0da4e82fc7,belo horizonte,MG,605.57,1,1,10,5.0,0.0,0.0,0.0,127
08d2d642cf72b622b14dde1d2f5eb2f5,marilia,SP,1215.16,16,7,14,4.43,15.0,0.0,0.0,315
08f5819815f3d06545011850bd70f0a8,santos,SP,522.83,3,3,8,4.67,0.0,0.0,0.0,66
091065b789659bc3cd9af9cb3a6253ff,canoas,RS,1444.37,2,1,11,3.5,0.0,0.0,0.0,272
0936e1837d0c79253456bbb2ffaaef10,sao paulo,SP,70.02,1,1,19,5.0,0.0,0.0,0.0,554
093805f8f2aeb63881444571e1f48f30,osasco,SP,1559.73,22,18,8,3.81,3.7,0.0,0.0,260
094ced053e257ae8cae57205592d6712,ribeirao preto,SP,1978.23,19,13,12,4.11,0.0,0.0,0.0,79
0951a6e282947e09cd47969f4ed0b47f,taboao da serra,SP,580.32,7,2,5,4.86,0.0,0.0,0.0,51
09883d9ab71c8fe8a9bfc7fc3075b07e,sao paulo,SP,330.09,4,4,14,3.4,25.0,0.0,0.0,332
099095b050cfe8eb1ddff5317587e96e,sao paulo,SP,5705.93,16,11,10,2.95,15.79,0.0,0.0,65
09bad886111255c5b5030314fc7f1a4a,sao paulo,SP,560.36,5,1,6,5.0,0.0,0.0,0.0,51
09f952a5f58d2285b0372551ae8f9b01,sao bernardo do campo,SP,13346.46,50,11,13,4.1,5.36,0.0,0.0,54
0a198e95d32b1be2da9424c962a6ebfa,contagem,MG,86.67,1,1,16,5.0,0.0,0.0,0.0,126
0a82f5fb06a4fe4ac2cf7cb412ec71b8,sao paulo,SP,484.8,2,2,5,5.0,0.0,0.0,0.0,200
0a85ebe4e328db81ac9109781205e2f7,jundiai,SP,805.65,12,8,5,4.58,8.33,0.0,0.0,54
0aa2205ca24f113f4658a5c536667426,sao paulo,SP,988.1,4,3,6,2.82,0.0,0.0,0.0,64
0ac4201fda2c68ebc0e47cb9423cf3c9,sao paulo,SP,1910.87,13,4,12,4.33,7.14,0.0,0.0,122
0ad80de75c811326389cfb1daba7d45e,rio de janeiro,RJ,1564.72,6,6,9,5.0,0.0,0.0,0.0,285
0adac9fbd9a2b63cccaac4f8756c1ca8,louveira,SP,17955.5,106,64,12,3.94,5.22,0.0,0.0,62
0ade5cc4a305ed7093a23f68ca47519c,curitiba,PR,201.27,2,2,6,5.0,0.0,0.0,0.0,269
0aea4c6ae1505b3228ddf3dd7822ee5b,sorocaba,SP,1579.66,8,8,18,3.88,25.0,0.0,0.0,170
0af2ab31141893d26aca5a404a537dab,sao paulo,SP,74.51,1,1,6,5.0,0.0,0.0,0.0,55
0af977692321d895349eded183341d28,santos,SP,277.22,2,2,2,4.5,0.0,0.0,0.0,58
0afccdb8a34ee5c79f7c06faf2b4d56e,uberlandia,MG,1557.09,24,10,13,4.04,8.33,0.0,0.0,193
0b09101900100c0e9d312861fad5a1b9,sao paulo,SP,168.36,1,1,19,4.0,0.0,0.0,0.0,628
0b0ddbc7b9d9584f442c7ac92b0ff6c9,guarulhos,SP,1550.64,3,3,12,4.67,0.0,0.0,0.0,135
0b18d63d0cd1d723567903fd34a07df2,sp,SP,1944.03,9,9,7,4.79,0.0,0.0,0.0,127
0b1ca3ef18a63d7eb0c8897fa0849c08,sao roque,SP,62.87,1,1,6,5.0,0.0,0.0,0.0,188
0b35c634521043bf4b47e21547b99ab5,teixeira soares,PR,14690.79,50,39,17,3.66,11.69,0.0,0.0,66
0b36063d5818f81ccb94b54adfaebbf5,jaragua do sul,SC,783.0,1,1,15,5.0,0.0,0.0,0.0,625
0b3f27369a4d8df98f7eb91077e438ac,aruja,SP,171.39,2,2,7,3.67,0.0,0.0,0.0,329
0b46f784306be7200ca1700aa55d819f,belo horizonte,MG,30.86,1,1,3,5.0,0.0,0.0,0.0,577
0b64bcdb0784abc139af04077d49a20e,canoas,RS,205.81,4,2,8,4.75,0.0,0.0,0.0,96
0b90b6df587eb83608a64ea8b390cf07,maringa,PR,32090.94,163,46,14,4.04,3.35,0.0,0.0,62
0bae85eb84b9fb3bd773911e89288d54,itajai,SP,10340.56,136,45,10,4.24,0.69,0.0,0.0,57
0bb27263628258b8111a0262769fa9db,sao paulo,SP,33.16,1,1,42,5.0,0.0,0.0,0.0,564
0bb738e4d789e63e2267697c42d35a2d,sao roque,SP,2925.34,29,4,11,4.58,3.33,0.0,0.0,119
0be8ff43f22e456b4e0371b2245e4d01,sao paulo,SP,13844.49,156,119,10,3.98,6.29,0.0,0.0,49
0bebbb2cea103a4a020c95d43fd7d754,sao paulo,SP,1514.34,9,9,5,4.89,0.0,0.0,0.0,50
0bf0150d5b9d60d9cd2906003332f085,sao paulo,SP,6872.34,39,15,14,3.71,19.35,0.0,0.0,95
0bfd0b434243adc5c2e1aa6baf19c6aa,rio de janeiro,RJ,436.99,6,6,8,4.0,0.0,0.0,0.0,256
0c7533c71df861ec58ad7ff999ed0e8d,valinhos,SP,3863.51,61,29,10,4.1,4.11,0.0,0.0,81
0c7f30ae9b147eca07affbef92832a6a,ponta grossa,PR,567.11,5,4,8,5.0,0.0,0.0,0.0,548
0c8380b62e38e8a1e6adbeba7eb9688c,tres coracoes,MG,21300.74,180,92,12,4.14,5.05,0.0,0.0,57
0cab2da43793a6f3c5ed8514c5f54627,curitiba,PR,366.9,3,2,4,5.0,0.0,0.0,0.0,82
0cbcee27c791afa0cdcb08587a2013a8,tres coracoes,MG,5837.68,37,13,12,3.85,10.26,0.0,0.0,95
0d33a55da925bbf1ff02af5f6059fc7f,sao paulo,SP,932.91,22,8,8,4.52,4.17,0.0,0.0,77
0d4c8269e7f0401201794deef160edd6,ribeirao preto,SP,892.03,3,4,18,4.0,0.0,0.0,0.0,344
0d83f8e03188682112cc0d93523705cc,porto alegre,RS,820.57,4,2,25,2.75,50.0,0.0,0.0,268
0d85bbda9889ce1f7e63778d24f346eb,uberlandia,MG,6469.7,51,17,18,4.21,18.97,0.0,0.0,204
0daf5180aa44356f60f8effa533b55a2,goiania,GO,183.63,2,2,8,5.0,50.0,0.0,0.0,58
0db783cfcd3b73998abc6e10e59a102f,santos,SP,11076.55,132,14,11,4.23,3.65,0.0,0.0,193
0dd184061fb0eaa7ca37932c68ab91c5,guarulhos,SP,23766.42,161,11,11,4.01,9.84,0.0,0.0,62
0ddefe3c7a032b91f4e25b9c3a08fca1,sao bernardo do campo,SP,552.9,9,7,8,4.5,0.0,0.0,0.0,54
0df3984f9dfb3d49ac6366acbd3bbb85,betim,MG,11374.54,86,25,9,4.38,1.14,0.0,0.0,122
0dfbed20065e425d2eaefb101f9816c0,porto ferreira,SP,133.6,3,2,21,2.67,33.33,0.0,0.0,135
0e44d110fa6a54e121cb2c095a77762f,francisco morato,SP,293.38,6,5,11,4.33,16.67,0.0,0.0,126
0e72c1a751b496722a6cb1f10653b62a,sao paulo,SP,192.1,3,3,6,4.67,0.0,0.0,0.0,79
0e982cff76cc0579f632cea8a0e38c9d,itajai,SC,1081.16,6,6,8,3.27,0.0,0.0,0.0,197
0ea22c1cfbdc755f86b9b54b39c16043,sete lagoas,MG,14824.08,234,151,11,4.42,1.51,0.0,0.0,56
0eaa7e33d73809f1f925f7d07c506cbd,santo andre,SP,1746.9,15,12,5,4.71,0.0,0.0,0.0,51
0ebd97a106433a45a4aebe57c1799778,contagem,MG,3661.68,31,10,9,4.73,0.0,0.0,0.0,96
0ec28cec4046a4a199b6de9b4c891d97,goiania,GO,352.64,3,2,9,5.0,0.0,0.0,0.0,153
0ed6ce5d87fd9c69eaacaeb778d67235,americana,SP,2697.3,42,25,15,4.4,14.29,0.0,0.0,57
0ee4fb99ac55ffbbc98795aa01b7f8fa,santana de parnaiba,SP,70.93,1,1,7,5.0,0.0,0.0,0.0,534
0ef83d7d83ed97cd2a0049ac8be5f88a,curitiba,PR,5447.81,48,14,9,4.34,1.82,0.0,0.0,50
0f0c984a4a955310903b6b6008660bad,franca,SP,481.38,4,4,14,3.75,25.0,0.0,0.0,143
0f519b0d2e5eb2227c93dd25038bfc01,ibitinga,SP,102.9,1,1,12,5.0,0.0,0.0,0.0,628
0f7eea709efdf942b5f95c7516dbacd7,pedrinhas paulista,SP,240.06,3,2,8,4.0,0.0,0.0,0.0,157
0f80a40c312b2472dca482cf50f5186f,lencois paulista,SP,150.0,1,1,5,3.0,0.0,0.0,0.0,56
0f94588695d71662beec8d883ffacf09,florianopolis,SC,27.59,1,1,15,5.0,0.0,0.0,0.0,595
0fe2d9733ed841eb064503920015a8c0,ourinhos,SP,498.35,3,3,8,4.67,0.0,0.0,0.0,100
0ff83046c3fa22efee8ecf291888b191,caxias do sul,RS,1023.38,10,6,12,4.82,0.0,0.0,0.0,199
0ffa40d54288e4f3499b8780dd0f144f,presidente prudente,SP,2746.47,33,21,13,4.4,14.29,0.0,0.0,159
10076e5788b8ee532724bcd460baf762,batatais,SP,1198.78,23,13,9,4.62,3.85,0.0,0.0,85
10089e9f2fd0c668a8fd4e52e1698888,sao jose do rio preto,SP,1199.31,3,3,7,4.33,0.0,0.0,0.0,337
101a3a003516bc11253298b2fad3cb65,rio claro,SP,524.0,5,2,6,4.83,0.0,0.0,0.0,83
1025f0e2d44d7041d6cf58b6550e0bfa,sao paulo,SP,171924.96,910,153,11,3.89,9.23,0.0,0.0,52
10264f60a8f0a4d2f30810f5c661c673,campinas,SP,326.46,4,2,4,5.0,0.0,0.0,0.0,69
1099a00e0ee3a50935e6c2447ca090c5,rio de janeiro,RJ,910.83,3,3,15,3.67,33.33,0.0,0.0,288
10cdd491d1dbea8fb4ead97b19c334ce,santa rita do sapucai,MG,287.76,3,2,7,5.0,0.0,0.0,0.0,85
10ff823eda2b032e2c93d17a7d294736,pederneiras,SP,1292.86,8,5,9,3.89,0.0,0.0,0.0,194
112453736dbe3889cfb74e1aaa0ba0c1,sao paulo,SP,2154.77,7,2,13,4.07,0.0,0.0,0.0,60
1127b7f2594683f2510f1c2c834a486b,campinas,SP,8438.4,110,73,10,4.15,6.25,0.0,0.0,56
11305281b50fff20ae8bb473f8e11876,uba,MG,7973.21,35,18,14,4.35,12.5,0.0,0.0,57
113e3a788b935f48aad63e1c41dac1bd,aparecida,SP,1533.95,39,28,12,4.4,4.17,0.0,0.0,61
116ccb1a1604bc88e4d234a8c23f33de,sao bernardo do campo,SP,2948.33,61,27,8,4.65,5.48,0.0,0.0,57
11742f81550ac064cc9a40f67151d9ad,catanduva,SP,831.01,2,2,9,5.0,0.0,0.0,0.0,61
117cfc326c6d50da67ca858ff5c0c852,sao joao de meriti,RJ,536.08,5,2,5,4.6,0.0,0.0,0.0,151
11938fcc75f6902fea1d0a6f72b54a57,sao miguel d'oeste,SC,737.14,2,2,22,3.0,0.0,0.0,0.0,143
119c7f1a00ef43fad0e57604e76a747c,sao paulo,SP,206.82,2,2,6,4.5,0.0,0.0,0.0,232
119d1aef1b4144adba89163f6cd9f5d4,pedreira,SP,1298.24,4,3,4,4.75,0.0,0.0,0.0,334
11bfa66332777660bd0640ee84d47006,ribeirao preto,SP,5608.54,76,40,16,3.78,17.65,0.0,0.0,55
11d4c477d09821164bca4f70a2eae031,ribeirao preto,SP,140.86,3,2,6,5.0,0.0,0.0,0.0,415
11eac105f3f90a9b87b19c89d91e24f3,sao paulo,SP,927.83,5,4,9,3.6,0.0,0.0,0.0,462
11fb6f6d341adbe19e81733701704635,sao paulo,SP,1596.66,3,1,5,5.0,0.0,0.0,0.0,53
120476eb7a04c149d14772edaf5d9bf2,angra dos reis,RJ,2519.63,4,4,6,3.83,0.0,0.0,0.0,68
1284de4ae8aa26997e748c851557cf0e,laranjeiras do sul,SP,1546.84,3,3,19,2.67,0.0,0.0,0.0,364
128639473a139ac0f3e5f5ade55873a5,maringa,PR,21475.54,527,66,14,4.19,6.32,0.0,0.0,60
128f9bfbe4c7d5185033914b1de3d39a,atibaia,SP,1519.37,13,9,12,4.75,6.67,0.0,0.0,122
12a8eb0f8d1cd3270695bf2a99f55966,sao paulo,SP,436.67,2,2,20,3.5,50.0,0.0,0.0,308
12b9676b00f60f3b700e83af21824c0e,montenegro,RS,29901.67,133,37,15,4.51,1.5,0.0,0.0,52
12c2ed9cded6138cf0c75f525f565fc7,praia grande,SP,366.01,4,4,13,4.25,50.0,0.0,0.0,75
13074f016982ff2bd6c58ced8682f000,bento goncalves,RS,2752.66,13,4,14,3.93,28.57,0.0,0.0,99
131fcb0a0c9a47bba4474aacff0f14b7,sao paulo,SP,406.41,4,2,4,4.0,0.0,0.0,0.0,69
1336efc61c316ddf92c899eb817f7cae,assis,SP,6355.29,74,50,11,4.21,9.41,0.0,0.0,62
134285d1f41da5c13a756ee8142c8a4e,sao paulo,SP,1653.63,3,2,8,2.75,0.0,0.0,0.0,62
134a288e7de827ec5ec62e3ec9c3a295,sao paulo,SP,1004.0,9,7,9,4.78,0.0,0.0,0.0,395
134b867a0f7f8bbe6abf10f91874891e,valinhos,SP,922.84,1,1,13,4.0,0.0,0.0,0.0,181
13511db12ac61e2f89c53b72a944a60b,caxias do sul,RS,1063.97,6,4,9,3.5,16.67,0.0,0.0,60
1352e06ae67b410cdae0b2a22361167b,rio de janeiro,RJ,214.1,2,1,34,2.33,100.0,0.0,0.0,558
1354d51653f645349064725ed204e85e,sao paulo,SP,2694.72,18,13,9,3.71,5.0,0.0,0.0,57
138dbe45fc62f1e244378131a6801526,sao paulo,SP,1814.8,49,22,6,4.15,3.45,0.0,0.0,54
139157dd4daa45c25b0807ffff348363,sao paulo,SP,37.68,1,1,1,4.0,0.0,0.0,0.0,412
13c2ed7698b3ca92dad49e849219da59,ponta grossa,PR,653.29,8,7,11,4.44,0.0,0.0,0.0,76
13d058e4eeac2ce8217660b2f8a05812,osasco,SP,4647.37,22,3,11,4.22,13.64,0.0,0.0,89
13d95f0f6f73943d4ceffad0fc2cd32c,goiania,GO,309.32,1,1,22,3.0,100.0,0.0,0.0,218
13dd308f81fea30cc670c656b2b46cc3,santa barbara d'oeste,SP,151.14,3,2,3,5.0,33.33,0.0,0.0,51
13e85aac53340018b40c2af68001b7e0,pedreira,SP,31.92,1,1,18,5.0,0.0,0.0,0.0,739
13f57c12a00ed4610db646b913a7f5c6,santos,SP,821.15,7,6,12,4.77,15.38,0.0,0.0,166
13fa2a6c6b9d0f43cb588d7c82117a12,sao paulo,SP,4719.44,9,4,20,4.09,30.0,0.0,0.0,385
